Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,2,ivory carvings,sets,P,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,27,ivory carvings,,P,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory carvings,,,I
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory pieces,,P,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,2,,ivory pieces,,,I
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,12,,ivory carvings,,,I
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PH,ZW,,,1,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZW,,,95,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,,4,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,ZW,,,31,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,ZW,,2,,ivory pieces,,H,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,ZW,,,2,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,sets,P,O
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,1,ivory carvings,sets,P,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,1,ivory carvings,,P,O
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,13,ivory carvings,,P,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,8,,ivory carvings,,P,I
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,194,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,14,ivory pieces,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,17,ivory carvings,,,W
2001,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZM,ZW,,,1,ivory carvings,,,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,NZ,ZA,,,2,ivory carvings,,P,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,MW,3,,ivory carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,ZW,8,,ivory carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,2,,ivory carvings,,P,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZA,,36,,ivory carvings,,T,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,6,,ivory carvings,,P,I
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,23,,ivory carvings,,P,W
2001,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,15,,ivory carvings,,T,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,ZA,,,2,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,,,1,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,,1,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CM,,4,,ivory carvings,,T,I
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,XX,4,,ivory carvings,,P,W
2002,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,,,5,ivory carvings,,P,W
2002,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,AU,ZA,IN,,13,ivory carvings,,P,O
2002,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,ZA,XX,1,,ivory carvings,,P,W
2002,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,ZA,,1,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,GH,,1,ivory carvings,,P,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,2,ivory carvings,sets,P,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,16,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CM,,18,,ivory carvings,,H,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,KE,,2,2,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,2,,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CM,,,4,ivory carvings,,T,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,2,,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,86,ivory carvings,,P,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,3,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AO,,4,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,UG,,3,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,4,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,1,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,KE,,,1,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,UG,,,1,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,,,1,ivory pieces,,Q,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,10,ivory carvings,,P,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,32,,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,24,,ivory pieces,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,3,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,14,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,4,,ivory carvings,,,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TG,CF,,,3,ivory carvings,,P,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AO,,1,,ivory carvings,,P,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,2,,ivory carvings,,E,O
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,UG,XX,,1,ivory carvings,sets,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,7,,ivory carvings,,P,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,,ivory carvings,,P,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,6,,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,ivory carvings,,P,W
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,538,,ivory carvings,,T,I
2002,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,1,,ivory pieces,,T,I
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,ZW,,,1,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,29,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,5,,ivory pieces,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,1,ivory carvings,sets,P,O
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,5,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,51,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,7,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BD,ZW,,,3,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZA,,,1,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZW,,,2,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BY,ZW,,,2,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,2,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,6,,ivory pieces,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,2,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,ZW,,17,,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,ZW,,,43,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CO,ZW,,,23,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,BW,,4,,ivory carvings,,H,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,ZW,,,11,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,1,ivory carvings,,T,C
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,30,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,,,9,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,58,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,5,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,17,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZW,,1,,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZW,,,3,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,ZW,,,6,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IR,ZW,,,5,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,,17,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZW,,,25,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZW,,,5,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,ZW,,,3,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,ZW,,,1,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,ZW,,,7,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,,29,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,,,2,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZW,,,3,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,,9,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,MW,,1,ivory carvings,,P,O
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,XX,,22,ivory carvings,,P,O
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,2,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,11,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,36,ivory pieces,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PH,ZW,,,3,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZW,,,9,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,,1,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,ZW,,,17,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,ZA,,,1,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SK,ZW,,,1,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ST,ZW,,,1,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TT,ZW,,,6,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,ZW,,,5,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,ZA,,,1,ivory carvings,sets,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,ZW,,,3,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,18,,ivory carvings,,P,I
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,10,,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,93,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,ivory pieces,,H,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,YU,ZW,,,2,ivory carvings,,T,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,38,,ivory carvings,,P,W
2002,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,54,ivory carvings,,T,W
2002,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,ZA,6,,ivory carvings,,P,W
2002,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,2,,ivory carvings,,P,I
2002,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,3,,ivory carvings,,P,W
2003,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,XX,1,,ivory carvings,,P,O
2003,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GB,ZA,IN,,1,ivory carvings,,T,O
2003,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,ZA,XX,,1,ivory carvings,,P,O
2003,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NZ,ZA,XX,1,,ivory carvings,,P,W
2003,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,ZA,XX,,3,ivory carvings,,P,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,XX,,1,ivory carvings,,P,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZM,,1,ivory carvings,,P,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,XX,,7,ivory carvings,,P,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,11,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZM,,,3,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZM,,3,,ivory pieces,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CM,,4,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,25,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,,5,,ivory carvings,,,I
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MZ,,9,,ivory carvings,,,I
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,9,,ivory carvings,,T,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,9,ivory carvings,,P,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,KE,TZ,1,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,48,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,14,,ivory carvings,,,I
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,4,,ivory carvings,,,I
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,18,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,2,,ivory carvings,,P,I
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,1,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,1,,ivory carvings,,T,O
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,,P,W
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,7,,ivory carvings,,T,I
2003,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,1,,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZW,,,1,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,1,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,XX,,1,ivory carvings,sets,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,5,ivory carvings,sets,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,1,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,5,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,1,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,1,ivory carvings,sets,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,1,12,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,2,ivory pieces,,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,1,,ivory carvings,,H,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,1,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CL,ZW,,,1,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,BW,,2,,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,ZW,,28,,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,ZW,,,196,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CO,ZW,,,3,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CS,ZW,,,3,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CU,ZW,,,4,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,10,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZA,,,2,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,31,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,,,1,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,,,17,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,2,ivory carvings,sets,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,18,ivory carvings,,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,3,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,,T,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,2,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,1,,ivory carvings,,,I
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,4,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HR,ZW,,,6,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,ZW,,,3,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,,49,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZW,,,3,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZW,,,3,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,ZW,,,2,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,,1,ivory carvings,pairs,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,4,31,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,3,ivory carvings,sets,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,10,,ivory carvings,,P,I
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,4,47,ivory carvings,,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,64,8,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory carvings,,,I
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory pieces,,,I
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,,3,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PE,ZW,,,2,ivory carvings,,T,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZA,KE,1,,ivory carvings,,P,W
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZA,ZW,,2,ivory carvings,,P,O
2003,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZA,ZW,1,,ivory carvings,,P,W
